property	url	status	title
text-align	http://www.w3.org/TR/2013/WD-css-text-3-20131010/#text-align	LC	CSS Text Module Level 3
text-align-all	http://dev.w3.org/csswg/css-text-3/#propdef-text-align-all	ED	CSS Text Module Level 3
text-align-last	http://dev.w3.org/csswg/css-text-3/#propdef-text-align-last	ED	CSS Text Module Level 3
text-align-last	http://www.w3.org/TR/2013/WD-css-text-3-20131010/#text-align-last	LC	CSS Text Module Level 3
text-combine-upright	http://dev.w3.org/csswg/css-writing-modes-3/#propdef-text-combine-upright	ED	CSS Writing Modes Level 3
text-combine-upright	http://www.w3.org/TR/2015/CR-css-writing-modes-3-20151215/#propdef-text-combine-upright	CR	CSS Writing Modes Level 3
text-decoration	http://dev.w3.org/csswg/css-text-decor-3/#propdef-text-decoration	ED	CSS Text Decoration Module Level 3
text-decoration	http://www.w3.org/TR/2011/REC-CSS2-20110607/text.html#propdef-text-decoration	REC	CSS 2.1
text-decoration	http://www.w3.org/TR/2013/CR-css-text-decor-3-20130801/#text-decoration	CR	CSS Text Decoration Module Level 3
text-decoration-color	http://dev.w3.org/csswg/css-text-decor-3/#propdef-text-decoration-color	ED	CSS Text Decoration Module Level 3
text-decoration-color	http://www.w3.org/TR/2013/CR-css-text-decor-3-20130801/#text-decoration-color	CR	CSS Text Decoration Module Level 3
text-decoration-line	http://dev.w3.org/csswg/css-text-decor-3/#propdef-text-decoration-line	ED	CSS Text Decoration Module Level 3
text-decoration-line	http://www.w3.org/TR/2013/CR-css-text-decor-3-20130801/#text-decoration-line	CR	CSS Text Decoration Module Level 3
text-decoration-skip	http://dev.w3.org/csswg/css-text-decor-3/#propdef-text-decoration-skip	ED	CSS Text Decoration Module Level 3
text-decoration-skip	http://www.w3.org/TR/2013/CR-css-text-decor-3-20130801/#text-decoration-skip	CR	CSS Text Decoration Module Level 3
text-decoration-style	http://dev.w3.org/csswg/css-text-decor-3/#propdef-text-decoration-style	ED	CSS Text Decoration Module Level 3
text-decoration-style	http://www.w3.org/TR/2013/CR-css-text-decor-3-20130801/#text-decoration-style	CR	CSS Text Decoration Module Level 3
text-emphasis	http://dev.w3.org/csswg/css-text-decor-3/#propdef-text-emphasis	ED	CSS Text Decoration Module Level 3
text-emphasis	http://www.w3.org/TR/2013/CR-css-text-decor-3-20130801/#text-emphasis	CR	CSS Text Decoration Module Level 3
text-emphasis-color	http://dev.w3.org/csswg/css-text-decor-3/#propdef-text-emphasis-color	ED	CSS Text Decoration Module Level 3
text-emphasis-color	http://www.w3.org/TR/2013/CR-css-text-decor-3-20130801/#text-emphasis-color	CR	CSS Text Decoration Module Level 3
text-emphasis-position	http://dev.w3.org/csswg/css-text-decor-3/#propdef-text-emphasis-position	ED	CSS Text Decoration Module Level 3
text-emphasis-position	http://www.w3.org/TR/2013/CR-css-text-decor-3-20130801/#text-emphasis-position	CR	CSS Text Decoration Module Level 3
text-emphasis-style	http://dev.w3.org/csswg/css-text-decor-3/#propdef-text-emphasis-style	ED	CSS Text Decoration Module Level 3
text-emphasis-style	http://www.w3.org/TR/2013/CR-css-text-decor-3-20130801/#text-emphasis-style	CR	CSS Text Decoration Module Level 3
text-indent	http://dev.w3.org/csswg/css-text-3/#propdef-text-indent	ED	CSS Text Module Level 3
text-indent	http://www.w3.org/TR/2011/REC-CSS2-20110607/text.html#propdef-text-indent	REC	CSS 2.1
text-indent	http://www.w3.org/TR/2013/WD-css-text-3-20131010/#text-indent	LC	CSS Text Module Level 3
text-justify	http://dev.w3.org/csswg/css-text-3/#propdef-text-justify	ED	CSS Text Module Level 3
text-justify	http://www.w3.org/TR/2013/WD-css-text-3-20131010/#text-justify	LC	CSS Text Module Level 3
text-orientation	http://dev.w3.org/csswg/css-writing-modes-3/#propdef-text-orientation	ED	CSS Writing Modes Level 3
text-orientation	http://www.w3.org/TR/2015/CR-css-writing-modes-3-20151215/#propdef-text-orientation	CR	CSS Writing Modes Level 3
text-overflow	http://dev.w3.org/csswg/css-ui/#propdef-text-overflow	ED	CSS Basic User Interface Module Level 3 (CSS3 UI)
text-overflow	http://www.w3.org/TR/2015/CR-css-ui-3-20150707/#propdef-text-overflow	CR	CSS Basic User Interface Module Level 3 (CSS3 UI)
text-shadow	http://dev.w3.org/csswg/css-text-decor-3/#propdef-text-shadow	ED	CSS Text Decoration Module Level 3
text-shadow	http://www.w3.org/TR/2013/CR-css-text-decor-3-20130801/#text-shadow	CR	CSS Text Decoration Module Level 3
text-space-collapse	http://dev.w3.org/csswg/css-text-4/#propdef-text-space-collapse	ED	CSS Text Module Level 4
text-space-collapse	http://www.w3.org/TR/2015/WD-css-text-4-20150922/#propdef-text-space-collapse	FPWD	CSS Text Module Level 4
text-space-trim	http://dev.w3.org/csswg/css-text-4/#propdef-text-space-trim	ED	CSS Text Module Level 4
text-space-trim	http://www.w3.org/TR/2015/WD-css-text-4-20150922/#propdef-text-space-trim	FPWD	CSS Text Module Level 4
text-spacing	http://dev.w3.org/csswg/css-text-4/#propdef-text-spacing	ED	CSS Text Module Level 4
text-spacing	http://www.w3.org/TR/2015/WD-css-text-4-20150922/#propdef-text-spacing	FPWD	CSS Text Module Level 4
text-transform	http://dev.w3.org/csswg/css-text-3/#propdef-text-transform	ED	CSS Text Module Level 3
text-transform	http://www.w3.org/TR/2011/REC-CSS2-20110607/text.html#propdef-text-transform	REC	CSS 2.1
text-transform	http://www.w3.org/TR/2013/WD-css-text-3-20131010/#text-transform	LC	CSS Text Module Level 3
text-underline-position	http://dev.w3.org/csswg/css-text-decor-3/#propdef-text-underline-position	ED	CSS Text Decoration Module Level 3
text-underline-position	http://www.w3.org/TR/2013/CR-css-text-decor-3-20130801/#text-underline-position	CR	CSS Text Decoration Module Level 3
text-wrap	http://dev.w3.org/csswg/css-text-4/#propdef-text-wrap	ED	CSS Text Module Level 4
text-wrap	http://www.w3.org/TR/2015/WD-css-text-4-20150922/#propdef-text-wrap	FPWD	CSS Text Module Level 4
top	http://dev.w3.org/csswg/css-position/#propdef-top	ED	CSS Positioned Layout Module Level 3
top	http://www.w3.org/TR/2011/REC-CSS2-20110607/visuren.html#propdef-top	REC	CSS 2.1
top	http://www.w3.org/TR/2015/WD-css3-positioning-20150203/#propdef-top	WD	CSS Positioned Layout Module Level 3
transform	http://dev.w3.org/csswg/css-transforms/#propdef-transform	ED	CSS Transforms Module Level 1
transform	http://www.w3.org/TR/2013/WD-css-transforms-1-20131126/#propdef-transform	WD	CSS Transforms Module Level 1
transform-box	http://dev.w3.org/csswg/css-transforms/#propdef-transform-box	ED	CSS Transforms Module Level 1
transform-origin	http://dev.w3.org/csswg/css-transforms/#propdef-transform-origin	ED	CSS Transforms Module Level 1
transform-origin	http://www.w3.org/TR/2013/WD-css-transforms-1-20131126/#propdef-transform-origin	WD	CSS Transforms Module Level 1
transform-style	http://dev.w3.org/csswg/css-transforms/#propdef-transform-style	ED	CSS Transforms Module Level 1
transform-style	http://www.w3.org/TR/2013/WD-css-transforms-1-20131126/#propdef-transform-style	WD	CSS Transforms Module Level 1
transition	http://dev.w3.org/csswg/css-transitions/#propdef-transition	ED	CSS Transitions
transition	http://www.w3.org/TR/2013/WD-css3-transitions-20131119/#transition	WD	CSS Transitions
transition-delay	http://dev.w3.org/csswg/css-transitions/#propdef-transition-delay	ED	CSS Transitions
transition-delay	http://www.w3.org/TR/2013/WD-css3-transitions-20131119/#transition-delay	WD	CSS Transitions
transition-duration	http://dev.w3.org/csswg/css-transitions/#propdef-transition-duration	ED	CSS Transitions
transition-duration	http://www.w3.org/TR/2013/WD-css3-transitions-20131119/#transition-duration	WD	CSS Transitions
transition-property	http://dev.w3.org/csswg/css-transitions/#propdef-transition-property	ED	CSS Transitions
transition-property	http://www.w3.org/TR/2013/WD-css3-transitions-20131119/#transition-property	WD	CSS Transitions
transition-timing-function	http://dev.w3.org/csswg/css-transitions/#propdef-transition-timing-function	ED	CSS Transitions
transition-timing-function	http://www.w3.org/TR/2013/WD-css3-transitions-20131119/#transition-timing-function	WD	CSS Transitions
unicode-bidi	http://dev.w3.org/csswg/css-writing-modes-3/#propdef-unicode-bidi	ED	CSS Writing Modes Level 3
unicode-bidi	http://www.w3.org/TR/2011/REC-CSS2-20110607/visuren.html#propdef-unicode-bidi	REC	CSS 2.1
unicode-bidi	http://www.w3.org/TR/2015/CR-css-writing-modes-3-20151215/#propdef-unicode-bidi	CR	CSS Writing Modes Level 3
user-select	http://dev.w3.org/csswg/css-ui-4/#propdef-user-select	ED	CSS Basic User Interface Module Level 4
user-select	http://www.w3.org/TR/2015/WD-css-ui-4-20150922/#propdef-user-select	FPWD	CSS Basic User Interface Module Level 4
vertical-align	http://dev.w3.org/csswg/css-inline/#propdef-vertical-align	ED	CSS Inline Layout Module Level 3
vertical-align	http://www.w3.org/TR/2011/REC-CSS2-20110607/visudet.html#propdef-vertical-align	REC	CSS 2.1
vertical-align	http://www.w3.org/TR/2015/WD-css-inline-3-20150917/#propdef-vertical-align	WD	CSS Inline Layout Module Level 3
visibility	http://www.w3.org/TR/2007/WD-css3-box-20070809#visibility	WD	CSS basic box model
visibility	http://www.w3.org/TR/2011/REC-CSS2-20110607/visufx.html#propdef-visibility	REC	CSS 2.1
voice-balance	http://www.w3.org/TR/2012/CR-css3-speech-20120320/#voice-balance	CR	CSS Speech Module
voice-duration	http://www.w3.org/TR/2012/CR-css3-speech-20120320/#voice-duration	CR	CSS Speech Module
voice-family	http://www.w3.org/TR/2011/REC-CSS2-20110607/aural.html#propdef-voice-family	REC	CSS 2.1
voice-family	http://www.w3.org/TR/2012/CR-css3-speech-20120320/#voice-family	CR	CSS Speech Module
voice-pitch	http://www.w3.org/TR/2012/CR-css3-speech-20120320/#voice-pitch	CR	CSS Speech Module
voice-range	http://www.w3.org/TR/2012/CR-css3-speech-20120320/#voice-range	CR	CSS Speech Module
voice-rate	http://www.w3.org/TR/2012/CR-css3-speech-20120320/#voice-rate	CR	CSS Speech Module
voice-stress	http://www.w3.org/TR/2012/CR-css3-speech-20120320/#voice-stress	CR	CSS Speech Module
voice-volume	http://www.w3.org/TR/2012/CR-css3-speech-20120320/#voice-volume	CR	CSS Speech Module
volume	http://www.w3.org/TR/2011/REC-CSS2-20110607/aural.html#propdef-volume	REC	CSS 2.1
white-space	http://dev.w3.org/csswg/css-text-3/#propdef-white-space	ED	CSS Text Module Level 3
white-space	http://dev.w3.org/csswg/css-text-4/#propdef-white-space	ED	CSS Text Module Level 4
white-space	http://www.w3.org/TR/2011/REC-CSS2-20110607/text.html#propdef-white-space	REC	CSS 2.1
white-space	http://www.w3.org/TR/2013/WD-css-text-3-20131010/#white-space	LC	CSS Text Module Level 3
white-space	http://www.w3.org/TR/2015/WD-css-text-4-20150922/#propdef-white-space	FPWD	CSS Text Module Level 4
widows	http://dev.w3.org/csswg/css-break/#propdef-widows	ED	CSS Fragmentation Module Level 3
widows	http://www.w3.org/TR/2011/REC-CSS2-20110607/page.html#propdef-widows	REC	CSS 2.1
widows	http://www.w3.org/TR/2016/CR-css-break-3-20160114/#propdef-widows	CR	CSS Fragmentation Module Level 3
width	http://www.w3.org/TR/2007/WD-css3-box-20070809#width	WD	CSS basic box model
width	http://www.w3.org/TR/2011/REC-CSS2-20110607/visudet.html#propdef-width	REC	CSS 2.1
will-change	http://dev.w3.org/csswg/css-will-change/#propdef-will-change	ED	CSS Will Change Module Level 1
will-change	http://www.w3.org/TR/2015/CR-css-will-change-1-20151203/#propdef-will-change	CR	CSS Will Change Module Level 1
word-break	http://dev.w3.org/csswg/css-text-3/#propdef-word-break	ED	CSS Text Module Level 3
word-break	http://www.w3.org/TR/2013/WD-css-text-3-20131010/#word-break	LC	CSS Text Module Level 3
word-spacing	http://dev.w3.org/csswg/css-text-3/#propdef-word-spacing	ED	CSS Text Module Level 3
word-spacing	http://www.w3.org/TR/2011/REC-CSS2-20110607/text.html#propdef-word-spacing	REC	CSS 2.1
word-spacing	http://www.w3.org/TR/2013/WD-css-text-3-20131010/#word-spacing	LC	CSS Text Module Level 3
word-wrap	http://dev.w3.org/csswg/css-text-3/#propdef-word-wrap	ED	CSS Text Module Level 3
word-wrap	http://www.w3.org/TR/2013/WD-css-text-3-20131010/#word-wrap	LC	CSS Text Module Level 3
wrap-after	http://dev.w3.org/csswg/css-text-4/#propdef-wrap-after	ED	CSS Text Module Level 4
wrap-after	http://www.w3.org/TR/2015/WD-css-text-4-20150922/#propdef-wrap-after	FPWD	CSS Text Module Level 4
wrap-before	http://dev.w3.org/csswg/css-text-4/#propdef-wrap-before	ED	CSS Text Module Level 4
wrap-before	http://www.w3.org/TR/2015/WD-css-text-4-20150922/#propdef-wrap-before	FPWD	CSS Text Module Level 4
wrap-flow	http://dev.w3.org/csswg/css-exclusions/#propdef-wrap-flow	ED	CSS Exclusions Module Level 1
wrap-flow	http://www.w3.org/TR/2015/WD-css3-exclusions-20150115/#propdef-wrap-flow	WD	CSS Exclusions Module Level 1
wrap-inside	http://dev.w3.org/csswg/css-text-4/#propdef-wrap-inside	ED	CSS Text Module Level 4
wrap-inside	http://www.w3.org/TR/2015/WD-css-text-4-20150922/#propdef-wrap-inside	FPWD	CSS Text Module Level 4
wrap-through	http://dev.w3.org/csswg/css-exclusions/#propdef-wrap-through	ED	CSS Exclusions Module Level 1
wrap-through	http://www.w3.org/TR/2015/WD-css3-exclusions-20150115/#propdef-wrap-through	WD	CSS Exclusions Module Level 1
writing-mode	http://dev.w3.org/csswg/css-writing-modes-3/#propdef-writing-mode	ED	CSS Writing Modes Level 3
writing-mode	http://www.w3.org/TR/2015/CR-css-writing-modes-3-20151215/#propdef-writing-mode	CR	CSS Writing Modes Level 3
z-index	http://dev.w3.org/csswg/css-position/#propdef-z-index	ED	CSS Positioned Layout Module Level 3
z-index	http://www.w3.org/TR/2011/REC-CSS2-20110607/visuren.html#propdef-z-index	REC	CSS 2.1
z-index	http://www.w3.org/TR/2015/WD-css3-positioning-20150203/#propdef-z-index	WD	CSS Positioned Layout Module Level 3
